# This file is generated on 02-Oct-2023 at 12:35:58 and contains for each site, each satellite, frequency:
# att_scin = attenuation due to scintillation (dB).
# All parameters are computed by: ITU-R P.618-10 model.
# Attenuation due to clouds results are sorted acording to the site identification number:
#    _ 1 = Louvain-la-Neuve (Lat = 5.0670e+01 deg, Lon = 4.6100e+00 deg, Alt = 1.6000e-01 km)
# Stored values are organised as follow:
# Site number, Satellite number, Frequency (GHz), Elevation angle (deg), Elevation probability (), Time exceeded (%), att_scin (dB)
1, 4, 3.9400e+01, 7.0000e+01, 1.0000e+00, 4.0000e+01, 1.4309e-02
1, 4, 3.9400e+01, 7.0000e+01, 1.0000e+00, 5.5000e+01, -5.8495e-03
1, 4, 3.9400e+01, 7.0000e+01, 1.0000e+00, 7.2000e+01, -2.3437e-02
1, 4, 3.9400e+01, 7.0000e+01, 1.0000e+00, 9.0000e+01, -3.8415e-02
1, 4, 3.9400e+01, 7.0000e+01, 1.0000e+00, 9.9000e+01, -4.4932e-02
1, 5, 3.9400e+01, 7.5000e+01, 1.0000e+00, 1.0000e-03, 7.4220e-01
1, 5, 3.9400e+01, 7.5000e+01, 1.0000e+00, 2.0000e-03, 6.6488e-01
1, 5, 3.9400e+01, 7.5000e+01, 1.0000e+00, 5.0000e-03, 5.7377e-01
1, 5, 3.9400e+01, 7.5000e+01, 1.0000e+00, 8.0000e-03, 5.3145e-01
1, 5, 3.9400e+01, 7.5000e+01, 1.0000e+00, 1.0000e-02, 5.1231e-01
1, 5, 3.9400e+01, 7.5000e+01, 1.0000e+00, 1.6000e-02, 4.7390e-01
1, 5, 3.9400e+01, 7.5000e+01, 1.0000e+00, 2.7000e-02, 4.3393e-01
1, 5, 3.9400e+01, 7.5000e+01, 1.0000e+00, 4.5000e-02, 3.9745e-01
1, 5, 3.9400e+01, 7.5000e+01, 1.0000e+00, 7.7000e-02, 3.6150e-01
1, 5, 3.9400e+01, 7.5000e+01, 1.0000e+00, 1.3000e-01, 3.2850e-01
1, 5, 3.9400e+01, 7.5000e+01, 1.0000e+00, 2.1000e-01, 2.9980e-01
1, 5, 3.9400e+01, 7.5000e+01, 1.0000e+00, 3.5000e-01, 2.7057e-01
1, 5, 3.9400e+01, 7.5000e+01, 1.0000e+00, 6.0000e-01, 2.4089e-01
1, 5, 3.9400e+01, 7.5000e+01, 1.0000e+00, 9.5000e-01, 2.1630e-01
1, 5, 3.9400e+01, 7.5000e+01, 1.0000e+00, 1.7000e+00, 1.8575e-01
1, 5, 3.9400e+01, 7.5000e+01, 1.0000e+00, 3.0000e+00, 1.5619e-01
1, 5, 3.9400e+01, 7.5000e+01, 1.0000e+00, 5.1000e+00, 1.2847e-01
1, 5, 3.9400e+01, 7.5000e+01, 1.0000e+00, 8.3000e+00, 1.0265e-01
1, 5, 3.9400e+01, 7.5000e+01, 1.0000e+00, 1.2000e+01, 8.2713e-02
1, 5, 3.9400e+01, 7.5000e+01, 1.0000e+00, 1.9000e+01, 5.7206e-02
1, 5, 3.9400e+01, 7.5000e+01, 1.0000e+00, 3.0000e+01, 3.0943e-02
1, 5, 3.9400e+01, 7.5000e+01, 1.0000e+00, 4.0000e+01, 1.3844e-02
1, 5, 3.9400e+01, 7.5000e+01, 1.0000e+00, 5.5000e+01, -5.6594e-03
1, 5, 3.9400e+01, 7.5000e+01, 1.0000e+00, 7.2000e+01, -2.2675e-02
1, 5, 3.9400e+01, 7.5000e+01, 1.0000e+00, 9.0000e+01, -3.7167e-02
1, 5, 3.9400e+01, 7.5000e+01, 1.0000e+00, 9.9000e+01, -4.3472e-02
1, 6, 3.9400e+01, 8.0000e+01, 1.0000e+00, 1.0000e-03, 7.2516e-01
1, 6, 3.9400e+01, 8.0000e+01, 1.0000e+00, 2.0000e-03, 6.4962e-01
1, 6, 3.9400e+01, 8.0000e+01, 1.0000e+00, 5.0000e-03, 5.6059e-01
1, 6, 3.9400e+01, 8.0000e+01, 1.0000e+00, 8.0000e-03, 5.1924e-01
1, 6, 3.9400e+01, 8.0000e+01, 1.0000e+00, 1.0000e-02, 5.0055e-01
1, 6, 3.9400e+01, 8.0000e+01, 1.0000e+00, 1.6000e-02, 4.6302e-01
1, 6, 3.9400e+01, 8.0000e+01, 1.0000e+00, 2.7000e-02, 4.2396e-01
1, 6, 3.9400e+01, 8.0000e+01, 1.0000e+00, 4.5000e-02, 3.8832e-01
1, 6, 3.9400e+01, 8.0000e+01, 1.0000e+00, 7.7000e-02, 3.5319e-01
1, 6, 3.9400e+01, 8.0000e+01, 1.0000e+00, 1.3000e-01, 3.2096e-01
1, 6, 3.9400e+01, 8.0000e+01, 1.0000e+00, 2.1000e-01, 2.9292e-01
1, 6, 3.9400e+01, 8.0000e+01, 1.0000e+00, 3.5000e-01, 2.6435e-01
1, 6, 3.9400e+01, 8.0000e+01, 1.0000e+00, 6.0000e-01, 2.3536e-01
1, 6, 3.9400e+01, 8.0000e+01, 1.0000e+00, 9.5000e-01, 2.1133e-01
1, 6, 3.9400e+01, 8.0000e+01, 1.0000e+00, 1.7000e+00, 1.8148e-01
1, 6, 3.9400e+01, 8.0000e+01, 1.0000e+00, 3.0000e+00, 1.5261e-01
1, 6, 3.9400e+01, 8.0000e+01, 1.0000e+00, 5.1000e+00, 1.2552e-01
1, 6, 3.9400e+01, 8.0000e+01, 1.0000e+00, 8.3000e+00, 1.0029e-01
1, 6, 3.9400e+01, 8.0000e+01, 1.0000e+00, 1.2000e+01, 8.0813e-02
1, 6, 3.9400e+01, 8.0000e+01, 1.0000e+00, 1.9000e+01, 5.5892e-02
1, 6, 3.9400e+01, 8.0000e+01, 1.0000e+00, 3.0000e+01, 3.0232e-02
1, 6, 3.9400e+01, 8.0000e+01, 1.0000e+00, 4.0000e+01, 1.3526e-02
1, 6, 3.9400e+01, 8.0000e+01, 1.0000e+00, 5.5000e+01, -5.5295e-03
1, 6, 3.9400e+01, 8.0000e+01, 1.0000e+00, 7.2000e+01, -2.2155e-02
1, 6, 3.9400e+01, 8.0000e+01, 1.0000e+00, 9.0000e+01, -3.6313e-02
1, 6, 3.9400e+01, 8.0000e+01, 1.0000e+00, 9.9000e+01, -4.2473e-02
1, 7, 3.9400e+01, 8.5000e+01, 1.0000e+00, 1.0000e-03, 7.1522e-01
1, 7, 3.9400e+01, 8.5000e+01, 1.0000e+00, 2.0000e-03, 6.4072e-01
1, 7, 3.9400e+01, 8.5000e+01, 1.0000e+00, 5.0000e-03, 5.5291e-01
1, 7, 3.9400e+01, 8.5000e+01, 1.0000e+00, 8.0000e-03, 5.1213e-01
1, 7, 3.9400e+01, 8.5000e+01, 1.0000e+00, 1.0000e-02, 4.9369e-01
1, 7, 3.9400e+01, 8.5000e+01, 1.0000e+00, 1.6000e-02, 4.5668e-01
1, 7, 3.9400e+01, 8.5000e+01, 1.0000e+00, 2.7000e-02, 4.1815e-01
1, 7, 3.9400e+01, 8.5000e+01, 1.0000e+00, 4.5000e-02, 3.8300e-01
1, 7, 3.9400e+01, 8.5000e+01, 1.0000e+00, 7.7000e-02, 3.4836e-01
1, 7, 3.9400e+01, 8.5000e+01, 1.0000e+00, 1.3000e-01, 3.1656e-01
1, 7, 3.9400e+01, 8.5000e+01, 1.0000e+00, 2.1000e-01, 2.8891e-01
1, 7, 3.9400e+01, 8.5000e+01, 1.0000e+00, 3.5000e-01, 2.6073e-01
1, 7, 3.9400e+01, 8.5000e+01, 1.0000e+00, 6.0000e-01, 2.3213e-01
1, 7, 3.9400e+01, 8.5000e+01, 1.0000e+00, 9.5000e-01, 2.0844e-01
1, 7, 3.9400e+01, 8.5000e+01, 1.0000e+00, 1.7000e+00, 1.7899e-01
1, 7, 3.9400e+01, 8.5000e+01, 1.0000e+00, 3.0000e+00, 1.5051e-01
1, 7, 3.9400e+01, 8.5000e+01, 1.0000e+00, 5.1000e+00, 1.2380e-01
1, 7, 3.9400e+01, 8.5000e+01, 1.0000e+00, 8.3000e+00, 9.8919e-02
1, 7, 3.9400e+01, 8.5000e+01, 1.0000e+00, 1.2000e+01, 7.9706e-02
1, 7, 3.9400e+01, 8.5000e+01, 1.0000e+00, 1.9000e+01, 5.5126e-02
1, 7, 3.9400e+01, 8.5000e+01, 1.0000e+00, 3.0000e+01, 2.9818e-02
1, 7, 3.9400e+01, 8.5000e+01, 1.0000e+00, 4.0000e+01, 1.3341e-02
1, 7, 3.9400e+01, 8.5000e+01, 1.0000e+00, 5.5000e+01, -5.4537e-03
1, 7, 3.9400e+01, 8.5000e+01, 1.0000e+00, 7.2000e+01, -2.1851e-02
1, 7, 3.9400e+01, 8.5000e+01, 1.0000e+00, 9.0000e+01, -3.5816e-02
1, 7, 3.9400e+01, 8.5000e+01, 1.0000e+00, 9.9000e+01, -4.1891e-02
1, 8, 3.9400e+01, 9.0000e+01, 1.0000e+00, 1.0000e-03, 7.1196e-01
1, 8, 3.9400e+01, 9.0000e+01, 1.0000e+00, 2.0000e-03, 6.3779e-01
1, 8, 3.9400e+01, 9.0000e+01, 1.0000e+00, 5.0000e-03, 5.5039e-01
1, 8, 3.9400e+01, 9.0000e+01, 1.0000e+00, 8.0000e-03, 5.0979e-01
1, 8, 3.9400e+01, 9.0000e+01, 1.0000e+00, 1.0000e-02, 4.9144e-01
1, 8, 3.9400e+01, 9.0000e+01, 1.0000e+00, 1.6000e-02, 4.5459e-01
1, 8, 3.9400e+01, 9.0000e+01, 1.0000e+00, 2.7000e-02, 4.1625e-01
1, 8, 3.9400e+01, 9.0000e+01, 1.0000e+00, 4.5000e-02, 3.8126e-01
1, 8, 3.9400e+01, 9.0000e+01, 1.0000e+00, 7.7000e-02, 3.4677e-01
1, 8, 3.9400e+01, 9.0000e+01, 1.0000e+00, 1.3000e-01, 3.1511e-01
1, 8, 3.9400e+01, 9.0000e+01, 1.0000e+00, 2.1000e-01, 2.8759e-01
1, 8, 3.9400e+01, 9.0000e+01, 1.0000e+00, 3.5000e-01, 2.5954e-01
1, 8, 3.9400e+01, 9.0000e+01, 1.0000e+00, 6.0000e-01, 2.3108e-01
1, 8, 3.9400e+01, 9.0000e+01, 1.0000e+00, 9.5000e-01, 2.0748e-01
1, 8, 3.9400e+01, 9.0000e+01, 1.0000e+00, 1.7000e+00, 1.7818e-01
1, 8, 3.9400e+01, 9.0000e+01, 1.0000e+00, 3.0000e+00, 1.4983e-01
1, 8, 3.9400e+01, 9.0000e+01, 1.0000e+00, 5.1000e+00, 1.2323e-01
1, 8, 3.9400e+01, 9.0000e+01, 1.0000e+00, 8.3000e+00, 9.8468e-02
1, 8, 3.9400e+01, 9.0000e+01, 1.0000e+00, 1.2000e+01, 7.9342e-02
1, 8, 3.9400e+01, 9.0000e+01, 1.0000e+00, 1.9000e+01, 5.4875e-02
1, 8, 3.9400e+01, 9.0000e+01, 1.0000e+00, 3.0000e+01, 2.9682e-02
1, 8, 3.9400e+01, 9.0000e+01, 1.0000e+00, 4.0000e+01, 1.3280e-02
1, 8, 3.9400e+01, 9.0000e+01, 1.0000e+00, 5.5000e+01, -5.4288e-03
1, 8, 3.9400e+01, 9.0000e+01, 1.0000e+00, 7.2000e+01, -2.1751e-02
1, 8, 3.9400e+01, 9.0000e+01, 1.0000e+00, 9.0000e+01, -3.5652e-02
1, 8, 3.9400e+01, 9.0000e+01, 1.0000e+00, 9.9000e+01, -4.1700e-02
