# This file is generated on 02-Oct-2023 at 12:27:51 and contains for each site, each satellite, frequency:
# att_comb = total attenuation (dB).
# All parameters are computed by: ITU-R P.618-10 model.
# Total attenuation results are sorted acording to the site identification number:
#    _ 1 = Louvain-la-Neuve (Lat = 5.0670e+01 deg, Lon = 4.6100e+00 deg, Alt = 1.6000e-01 km)
# Stored values are organised as follow:
# Site number, Satellite number, Frequency (GHz), Elevation angle (deg), Elevation probability (), Time exceeded (%), att_comb (dB)
1, 2, 1.9700e+01, 1.0000e+01, 1.0000e+00, 2.7000e-02, 2.6264e+01
1, 2, 1.9700e+01, 1.0000e+01, 1.0000e+00, 4.5000e-02, 2.2078e+01
1, 2, 1.9700e+01, 1.0000e+01, 1.0000e+00, 7.7000e-02, 1.8318e+01
1, 2, 1.9700e+01, 1.0000e+01, 1.0000e+00, 1.3000e-01, 1.5125e+01
1, 2, 1.9700e+01, 1.0000e+01, 1.0000e+00, 2.1000e-01, 1.2572e+01
1, 2, 1.9700e+01, 1.0000e+01, 1.0000e+00, 3.5000e-01, 1.0325e+01
1, 2, 1.9700e+01, 1.0000e+01, 1.0000e+00, 6.0000e-01, 8.3675e+00
1, 2, 1.9700e+01, 1.0000e+01, 1.0000e+00, 9.5000e-01, 7.0257e+00
1, 2, 1.9700e+01, 1.0000e+01, 1.0000e+00, 1.7000e+00, 5.6327e+00
1, 2, 1.9700e+01, 1.0000e+01, 1.0000e+00, 3.0000e+00, 4.5349e+00
1, 2, 1.9700e+01, 1.0000e+01, 1.0000e+00, 5.1000e+00, 3.6732e+00
1, 2, 1.9700e+01, 1.0000e+01, 1.0000e+00, 8.3000e+00, 2.9879e+00
1, 2, 1.9700e+01, 1.0000e+01, 1.0000e+00, 1.2000e+01, 2.5368e+00
1, 2, 1.9700e+01, 1.0000e+01, 1.0000e+00, 1.9000e+01, 2.0386e+00
1, 2, 1.9700e+01, 1.0000e+01, 1.0000e+00, 3.0000e+01, 1.6583e+00
1, 2, 1.9700e+01, 1.0000e+01, 1.0000e+00, 4.0000e+01, 1.5097e+00
1, 2, 1.9700e+01, 1.0000e+01, 1.0000e+00, 5.5000e+01, 1.3907e+00
1, 2, 1.9700e+01, 1.0000e+01, 1.0000e+00, 7.2000e+01, 1.3983e+00
1, 2, 1.9700e+01, 1.0000e+01, 1.0000e+00, 9.0000e+01, 1.4526e+00
1, 2, 1.9700e+01, 1.0000e+01, 1.0000e+00, 9.9000e+01, 1.4808e+00
1, 3, 1.9700e+01, 1.5000e+01, 1.0000e+00, 1.0000e-03, 5.0476e+01
1, 3, 1.9700e+01, 1.5000e+01, 1.0000e+00, 2.0000e-03, 4.3537e+01
1, 3, 1.9700e+01, 1.5000e+01, 1.0000e+00, 5.0000e-03, 3.4364e+01
1, 3, 1.9700e+01, 1.5000e+01, 1.0000e+00, 8.0000e-03, 2.9929e+01
1, 3, 1.9700e+01, 1.5000e+01, 1.0000e+00, 1.0000e-02, 2.7927e+01
1, 3, 1.9700e+01, 1.5000e+01, 1.0000e+00, 1.6000e-02, 2.3967e+01
1, 3, 1.9700e+01, 1.5000e+01, 1.0000e+00, 2.7000e-02, 2.0018e+01
1, 3, 1.9700e+01, 1.5000e+01, 1.0000e+00, 4.5000e-02, 1.6663e+01
1, 3, 1.9700e+01, 1.5000e+01, 1.0000e+00, 7.7000e-02, 1.3671e+01
1, 3, 1.9700e+01, 1.5000e+01, 1.0000e+00, 1.3000e-01, 1.1165e+01
1, 3, 1.9700e+01, 1.5000e+01, 1.0000e+00, 2.1000e-01, 9.1889e+00
1, 3, 1.9700e+01, 1.5000e+01, 1.0000e+00, 3.5000e-01, 7.4656e+00
1, 3, 1.9700e+01, 1.5000e+01, 1.0000e+00, 6.0000e-01, 5.9821e+00
1, 3, 1.9700e+01, 1.5000e+01, 1.0000e+00, 9.5000e-01, 4.9751e+00
1, 3, 1.9700e+01, 1.5000e+01, 1.0000e+00, 1.7000e+00, 3.9440e+00
1, 3, 1.9700e+01, 1.5000e+01, 1.0000e+00, 3.0000e+00, 3.1448e+00
1, 3, 1.9700e+01, 1.5000e+01, 1.0000e+00, 5.1000e+00, 2.5282e+00
1, 3, 1.9700e+01, 1.5000e+01, 1.0000e+00, 8.3000e+00, 2.0452e+00
1, 3, 1.9700e+01, 1.5000e+01, 1.0000e+00, 1.2000e+01, 1.7307e+00
1, 3, 1.9700e+01, 1.5000e+01, 1.0000e+00, 1.9000e+01, 1.3868e+00
1, 3, 1.9700e+01, 1.5000e+01, 1.0000e+00, 3.0000e+01, 1.1269e+00
1, 3, 1.9700e+01, 1.5000e+01, 1.0000e+00, 4.0000e+01, 1.0265e+00
1, 3, 1.9700e+01, 1.5000e+01, 1.0000e+00, 5.5000e+01, 9.4472e-01
1, 3, 1.9700e+01, 1.5000e+01, 1.0000e+00, 7.2000e+01, 9.4235e-01
1, 3, 1.9700e+01, 1.5000e+01, 1.0000e+00, 9.0000e+01, 9.7226e-01
1, 3, 1.9700e+01, 1.5000e+01, 1.0000e+00, 9.9000e+01, 9.8878e-01
1, 4, 1.9700e+01, 2.0000e+01, 1.0000e+00, 1.0000e-03, 4.3264e+01
1, 4, 1.9700e+01, 2.0000e+01, 1.0000e+00, 2.0000e-03, 3.7090e+01
1, 4, 1.9700e+01, 2.0000e+01, 1.0000e+00, 5.0000e-03, 2.9024e+01
1, 4, 1.9700e+01, 2.0000e+01, 1.0000e+00, 8.0000e-03, 2.5157e+01
1, 4, 1.9700e+01, 2.0000e+01, 1.0000e+00, 1.0000e-02, 2.3417e+01
1, 4, 1.9700e+01, 2.0000e+01, 1.0000e+00, 1.6000e-02, 1.9991e+01
1, 4, 1.9700e+01, 2.0000e+01, 1.0000e+00, 2.7000e-02, 1.6593e+01
1, 4, 1.9700e+01, 2.0000e+01, 1.0000e+00, 4.5000e-02, 1.3719e+01
1, 4, 1.9700e+01, 2.0000e+01, 1.0000e+00, 7.7000e-02, 1.1169e+01
1, 4, 1.9700e+01, 2.0000e+01, 1.0000e+00, 1.3000e-01, 9.0528e+00
1, 4, 1.9700e+01, 2.0000e+01, 1.0000e+00, 2.1000e-01, 7.4000e+00
1, 4, 1.9700e+01, 2.0000e+01, 1.0000e+00, 3.5000e-01, 5.9666e+00
1, 4, 1.9700e+01, 2.0000e+01, 1.0000e+00, 6.0000e-01, 4.7429e+00
1, 4, 1.9700e+01, 2.0000e+01, 1.0000e+00, 9.5000e-01, 3.9176e+00
1, 4, 1.9700e+01, 2.0000e+01, 1.0000e+00, 1.7000e+00, 3.0805e+00
1, 4, 1.9700e+01, 2.0000e+01, 1.0000e+00, 3.0000e+00, 2.4388e+00
1, 4, 1.9700e+01, 2.0000e+01, 1.0000e+00, 5.1000e+00, 1.9496e+00
1, 4, 1.9700e+01, 2.0000e+01, 1.0000e+00, 8.3000e+00, 1.5705e+00
1, 4, 1.9700e+01, 2.0000e+01, 1.0000e+00, 1.2000e+01, 1.3255e+00
1, 4, 1.9700e+01, 2.0000e+01, 1.0000e+00, 1.9000e+01, 1.0596e+00
1, 4, 1.9700e+01, 2.0000e+01, 1.0000e+00, 3.0000e+01, 8.5983e-01
1, 4, 1.9700e+01, 2.0000e+01, 1.0000e+00, 4.0000e+01, 7.8320e-01
1, 4, 1.9700e+01, 2.0000e+01, 1.0000e+00, 5.5000e+01, 7.2007e-01
1, 4, 1.9700e+01, 2.0000e+01, 1.0000e+00, 7.2000e+01, 7.1459e-01
1, 4, 1.9700e+01, 2.0000e+01, 1.0000e+00, 9.0000e+01, 7.3382e-01
1, 4, 1.9700e+01, 2.0000e+01, 1.0000e+00, 9.9000e+01, 7.4505e-01
1, 5, 1.9700e+01, 2.5000e+01, 1.0000e+00, 1.0000e-03, 3.8555e+01
1, 5, 1.9700e+01, 2.5000e+01, 1.0000e+00, 2.0000e-03, 3.2905e+01
1, 5, 1.9700e+01, 2.5000e+01, 1.0000e+00, 5.0000e-03, 2.5583e+01
1, 5, 1.9700e+01, 2.5000e+01, 1.0000e+00, 8.0000e-03, 2.2095e+01
1, 5, 1.9700e+01, 2.5000e+01, 1.0000e+00, 1.0000e-02, 2.0531e+01
1, 5, 1.9700e+01, 2.5000e+01, 1.0000e+00, 1.6000e-02, 1.7459e+01
1, 5, 1.9700e+01, 2.5000e+01, 1.0000e+00, 2.7000e-02, 1.4422e+01
1, 5, 1.9700e+01, 2.5000e+01, 1.0000e+00, 4.5000e-02, 1.1865e+01
1, 5, 1.9700e+01, 2.5000e+01, 1.0000e+00, 7.7000e-02, 9.6042e+00
1, 5, 1.9700e+01, 2.5000e+01, 1.0000e+00, 1.3000e-01, 7.7397e+00
1, 5, 1.9700e+01, 2.5000e+01, 1.0000e+00, 2.1000e-01, 6.2937e+00
1, 5, 1.9700e+01, 2.5000e+01, 1.0000e+00, 3.5000e-01, 5.0451e+00
1, 5, 1.9700e+01, 2.5000e+01, 1.0000e+00, 6.0000e-01, 3.9856e+00
1, 5, 1.9700e+01, 2.5000e+01, 1.0000e+00, 9.5000e-01, 3.2745e+00
1, 5, 1.9700e+01, 2.5000e+01, 1.0000e+00, 1.7000e+00, 2.5583e+00
1, 5, 1.9700e+01, 2.5000e+01, 1.0000e+00, 3.0000e+00, 2.0139e+00
1, 5, 1.9700e+01, 2.5000e+01, 1.0000e+00, 5.1000e+00, 1.6026e+00
1, 5, 1.9700e+01, 2.5000e+01, 1.0000e+00, 8.3000e+00, 1.2865e+00
1, 5, 1.9700e+01, 2.5000e+01, 1.0000e+00, 1.2000e+01, 1.0835e+00
1, 5, 1.9700e+01, 2.5000e+01, 1.0000e+00, 1.9000e+01, 8.6427e-01
1, 5, 1.9700e+01, 2.5000e+01, 1.0000e+00, 3.0000e+01, 7.0043e-01
1, 5, 1.9700e+01, 2.5000e+01, 1.0000e+00, 4.0000e+01, 6.3780e-01
1, 5, 1.9700e+01, 2.5000e+01, 1.0000e+00, 5.5000e+01, 5.8585e-01
1, 5, 1.9700e+01, 2.5000e+01, 1.0000e+00, 7.2000e+01, 5.7922e-01
1, 5, 1.9700e+01, 2.5000e+01, 1.0000e+00, 9.0000e+01, 5.9267e-01
1, 5, 1.9700e+01, 2.5000e+01, 1.0000e+00, 9.9000e+01, 6.0097e-01
1, 6, 1.9700e+01, 3.0000e+01, 1.0000e+00, 1.0000e-03, 3.5257e+01
1, 6, 1.9700e+01, 3.0000e+01, 1.0000e+00, 2.0000e-03, 2.9983e+01
1, 6, 1.9700e+01, 3.0000e+01, 1.0000e+00, 5.0000e-03, 2.3194e+01
1, 6, 1.9700e+01, 3.0000e+01, 1.0000e+00, 8.0000e-03, 1.9977e+01
1, 6, 1.9700e+01, 3.0000e+01, 1.0000e+00, 1.0000e-02, 1.8537e+01
1, 6, 1.9700e+01, 3.0000e+01, 1.0000e+00, 1.6000e-02, 1.5715e+01
1, 6, 1.9700e+01, 3.0000e+01, 1.0000e+00, 2.7000e-02, 1.2934e+01
1, 6, 1.9700e+01, 3.0000e+01, 1.0000e+00, 4.5000e-02, 1.0599e+01
1, 6, 1.9700e+01, 3.0000e+01, 1.0000e+00, 7.7000e-02, 8.5400e+00
1, 6, 1.9700e+01, 3.0000e+01, 1.0000e+00, 1.3000e-01, 6.8508e+00
1, 6, 1.9700e+01, 3.0000e+01, 1.0000e+00, 2.1000e-01, 5.5476e+00
1, 6, 1.9700e+01, 3.0000e+01, 1.0000e+00, 3.5000e-01, 4.4261e+00
1, 6, 1.9700e+01, 3.0000e+01, 1.0000e+00, 6.0000e-01, 3.4790e+00
1, 6, 1.9700e+01, 3.0000e+01, 1.0000e+00, 9.5000e-01, 2.8457e+00
1, 6, 1.9700e+01, 3.0000e+01, 1.0000e+00, 1.7000e+00, 2.2114e+00
1, 6, 1.9700e+01, 3.0000e+01, 1.0000e+00, 3.0000e+00, 1.7325e+00
1, 6, 1.9700e+01, 3.0000e+01, 1.0000e+00, 5.1000e+00, 1.3734e+00
1, 6, 1.9700e+01, 3.0000e+01, 1.0000e+00, 8.3000e+00, 1.0992e+00
1, 6, 1.9700e+01, 3.0000e+01, 1.0000e+00, 1.2000e+01, 9.2401e-01
1, 6, 1.9700e+01, 3.0000e+01, 1.0000e+00, 1.9000e+01, 7.3568e-01
1, 6, 1.9700e+01, 3.0000e+01, 1.0000e+00, 3.0000e+01, 5.9546e-01
1, 6, 1.9700e+01, 3.0000e+01, 1.0000e+00, 4.0000e+01, 5.4198e-01
1, 6, 1.9700e+01, 3.0000e+01, 1.0000e+00, 5.5000e+01, 4.9740e-01
1, 6, 1.9700e+01, 3.0000e+01, 1.0000e+00, 7.2000e+01, 4.9031e-01
1, 6, 1.9700e+01, 3.0000e+01, 1.0000e+00, 9.0000e+01, 5.0023e-01
1, 6, 1.9700e+01, 3.0000e+01, 1.0000e+00, 9.9000e+01, 5.0671e-01
1, 7, 1.9700e+01, 3.5000e+01, 1.0000e+00, 1.0000e-03, 3.2846e+01
1, 7, 1.9700e+01, 3.5000e+01, 1.0000e+00, 2.0000e-03, 2.7854e+01
1, 7, 1.9700e+01, 3.5000e+01, 1.0000e+00, 5.0000e-03, 2.1461e+01
1, 7, 1.9700e+01, 3.5000e+01, 1.0000e+00, 8.0000e-03, 1.8443e+01
1, 7, 1.9700e+01, 3.5000e+01, 1.0000e+00, 1.0000e-02, 1.7095e+01
1, 7, 1.9700e+01, 3.5000e+01, 1.0000e+00, 1.6000e-02, 1.4456e+01
1, 7, 1.9700e+01, 3.5000e+01, 1.0000e+00, 2.7000e-02, 1.1863e+01
1, 7, 1.9700e+01, 3.5000e+01, 1.0000e+00, 4.5000e-02, 9.6899e+00
1, 7, 1.9700e+01, 3.5000e+01, 1.0000e+00, 7.7000e-02, 7.7788e+00
1, 7, 1.9700e+01, 3.5000e+01, 1.0000e+00, 1.3000e-01, 6.2167e+00
1, 7, 1.9700e+01, 3.5000e+01, 1.0000e+00, 2.1000e-01, 5.0168e+00
1, 7, 1.9700e+01, 3.5000e+01, 1.0000e+00, 3.5000e-01, 3.9868e+00
1, 7, 1.9700e+01, 3.5000e+01, 1.0000e+00, 6.0000e-01, 3.1204e+00
1, 7, 1.9700e+01, 3.5000e+01, 1.0000e+00, 9.5000e-01, 2.5429e+00
1, 7, 1.9700e+01, 3.5000e+01, 1.0000e+00, 1.7000e+00, 1.9670e+00
1, 7, 1.9700e+01, 3.5000e+01, 1.0000e+00, 3.0000e+00, 1.5347e+00
1, 7, 1.9700e+01, 3.5000e+01, 1.0000e+00, 5.1000e+00, 1.2124e+00
1, 7, 1.9700e+01, 3.5000e+01, 1.0000e+00, 8.3000e+00, 9.6785e-01
1, 7, 1.9700e+01, 3.5000e+01, 1.0000e+00, 1.2000e+01, 8.1219e-01
1, 7, 1.9700e+01, 3.5000e+01, 1.0000e+00, 1.9000e+01, 6.4555e-01
1, 7, 1.9700e+01, 3.5000e+01, 1.0000e+00, 3.0000e+01, 5.2187e-01
1, 7, 1.9700e+01, 3.5000e+01, 1.0000e+00, 4.0000e+01, 4.7476e-01
1, 7, 1.9700e+01, 3.5000e+01, 1.0000e+00, 5.5000e+01, 4.3534e-01
1, 7, 1.9700e+01, 3.5000e+01, 1.0000e+00, 7.2000e+01, 4.2807e-01
1, 7, 1.9700e+01, 3.5000e+01, 1.0000e+00, 9.0000e+01, 4.3566e-01
1, 7, 1.9700e+01, 3.5000e+01, 1.0000e+00, 9.9000e+01, 4.4090e-01
1, 8, 1.9700e+01, 4.0000e+01, 1.0000e+00, 1.0000e-03, 3.1037e+01
1, 8, 1.9700e+01, 4.0000e+01, 1.0000e+00, 2.0000e-03, 2.6261e+01
1, 8, 1.9700e+01, 4.0000e+01, 1.0000e+00, 5.0000e-03, 2.0168e+01
1, 8, 1.9700e+01, 4.0000e+01, 1.0000e+00, 8.0000e-03, 1.7300e+01
1, 8, 1.9700e+01, 4.0000e+01, 1.0000e+00, 1.0000e-02, 1.6021e+01
1, 8, 1.9700e+01, 4.0000e+01, 1.0000e+00, 1.6000e-02, 1.3521e+01
1, 8, 1.9700e+01, 4.0000e+01, 1.0000e+00, 2.7000e-02, 1.1068e+01
1, 8, 1.9700e+01, 4.0000e+01, 1.0000e+00, 4.5000e-02, 9.0171e+00
1, 8, 1.9700e+01, 4.0000e+01, 1.0000e+00, 7.7000e-02, 7.2162e+00
1, 8, 1.9700e+01, 4.0000e+01, 1.0000e+00, 1.3000e-01, 5.7490e+00
1, 8, 1.9700e+01, 4.0000e+01, 1.0000e+00, 2.1000e-01, 4.6258e+00
1, 8, 1.9700e+01, 4.0000e+01, 1.0000e+00, 3.5000e-01, 3.6638e+00
1, 8, 1.9700e+01, 4.0000e+01, 1.0000e+00, 6.0000e-01, 2.8572e+00
1, 8, 1.9700e+01, 4.0000e+01, 1.0000e+00, 9.5000e-01, 2.3208e+00
1, 8, 1.9700e+01, 4.0000e+01, 1.0000e+00, 1.7000e+00, 1.7880e+00
1, 8, 1.9700e+01, 4.0000e+01, 1.0000e+00, 3.0000e+00, 1.3899e+00
1, 8, 1.9700e+01, 4.0000e+01, 1.0000e+00, 5.1000e+00, 1.0947e+00
1, 8, 1.9700e+01, 4.0000e+01, 1.0000e+00, 8.3000e+00, 8.7180e-01
1, 8, 1.9700e+01, 4.0000e+01, 1.0000e+00, 1.2000e+01, 7.3047e-01
1, 8, 1.9700e+01, 4.0000e+01, 1.0000e+00, 1.9000e+01, 5.7969e-01
1, 8, 1.9700e+01, 4.0000e+01, 1.0000e+00, 3.0000e+01, 4.6807e-01
1, 8, 1.9700e+01, 4.0000e+01, 1.0000e+00, 4.0000e+01, 4.2558e-01
1, 8, 1.9700e+01, 4.0000e+01, 1.0000e+00, 5.5000e+01, 3.8992e-01
1, 8, 1.9700e+01, 4.0000e+01, 1.0000e+00, 7.2000e+01, 3.8260e-01
1, 8, 1.9700e+01, 4.0000e+01, 1.0000e+00, 9.0000e+01, 3.8855e-01
1, 8, 1.9700e+01, 4.0000e+01, 1.0000e+00, 9.9000e+01, 3.9291e-01
1, 9, 1.9700e+01, 4.5000e+01, 1.0000e+00, 1.0000e-03, 2.9656e+01
1, 9, 1.9700e+01, 4.5000e+01, 1.0000e+00, 2.0000e-03, 2.5046e+01
1, 9, 1.9700e+01, 4.5000e+01, 1.0000e+00, 5.0000e-03, 1.9184e+01
1, 9, 1.9700e+01, 4.5000e+01, 1.0000e+00, 8.0000e-03, 1.6432e+01
1, 9, 1.9700e+01, 4.5000e+01, 1.0000e+00, 1.0000e-02, 1.5206e+01
1, 9, 1.9700e+01, 4.5000e+01, 1.0000e+00, 1.6000e-02, 1.2812e+01
1, 9, 1.9700e+01, 4.5000e+01, 1.0000e+00, 2.7000e-02, 1.0466e+01
1, 9, 1.9700e+01, 4.5000e+01, 1.0000e+00, 4.5000e-02, 8.5081e+00
1, 9, 1.9700e+01, 4.5000e+01, 1.0000e+00, 7.7000e-02, 6.7912e+00
1, 9, 1.9700e+01, 4.5000e+01, 1.0000e+00, 1.3000e-01, 5.3960e+00
1, 9, 1.9700e+01, 4.5000e+01, 1.0000e+00, 2.1000e-01, 4.3310e+00
1, 9, 1.9700e+01, 4.5000e+01, 1.0000e+00, 3.5000e-01, 3.4204e+00
1, 9, 1.9700e+01, 4.5000e+01, 1.0000e+00, 6.0000e-01, 2.6590e+00
1, 9, 1.9700e+01, 4.5000e+01, 1.0000e+00, 9.5000e-01, 2.1537e+00
1, 9, 1.9700e+01, 4.5000e+01, 1.0000e+00, 1.7000e+00, 1.6534e+00
1, 9, 1.9700e+01, 4.5000e+01, 1.0000e+00, 3.0000e+00, 1.2810e+00
1, 9, 1.9700e+01, 4.5000e+01, 1.0000e+00, 5.1000e+00, 1.0061e+00
1, 9, 1.9700e+01, 4.5000e+01, 1.0000e+00, 8.3000e+00, 7.9958e-01
1, 9, 1.9700e+01, 4.5000e+01, 1.0000e+00, 1.2000e+01, 6.6901e-01
1, 9, 1.9700e+01, 4.5000e+01, 1.0000e+00, 1.9000e+01, 5.3015e-01
1, 9, 1.9700e+01, 4.5000e+01, 1.0000e+00, 3.0000e+01, 4.2759e-01
1, 9, 1.9700e+01, 4.5000e+01, 1.0000e+00, 4.0000e+01, 3.8855e-01
1, 9, 1.9700e+01, 4.5000e+01, 1.0000e+00, 5.5000e+01, 3.5571e-01
1, 9, 1.9700e+01, 4.5000e+01, 1.0000e+00, 7.2000e+01, 3.4839e-01
1, 9, 1.9700e+01, 4.5000e+01, 1.0000e+00, 9.0000e+01, 3.5313e-01
1, 9, 1.9700e+01, 4.5000e+01, 1.0000e+00, 9.9000e+01, 3.5684e-01
1, 10, 1.9700e+01, 5.0000e+01, 1.0000e+00, 1.0000e-03, 2.8586e+01
1, 10, 1.9700e+01, 5.0000e+01, 1.0000e+00, 2.0000e-03, 2.4107e+01
1, 10, 1.9700e+01, 5.0000e+01, 1.0000e+00, 5.0000e-03, 1.8425e+01
1, 10, 1.9700e+01, 5.0000e+01, 1.0000e+00, 8.0000e-03, 1.5763e+01
1, 10, 1.9700e+01, 5.0000e+01, 1.0000e+00, 1.0000e-02, 1.4577e+01
1, 10, 1.9700e+01, 5.0000e+01, 1.0000e+00, 1.6000e-02, 1.2266e+01
1, 10, 1.9700e+01, 5.0000e+01, 1.0000e+00, 2.7000e-02, 1.0003e+01
1, 10, 1.9700e+01, 5.0000e+01, 1.0000e+00, 4.5000e-02, 8.1168e+00
1, 10, 1.9700e+01, 5.0000e+01, 1.0000e+00, 7.7000e-02, 6.4647e+00
1, 10, 1.9700e+01, 5.0000e+01, 1.0000e+00, 1.3000e-01, 5.1251e+00
1, 10, 1.9700e+01, 5.0000e+01, 1.0000e+00, 2.1000e-01, 4.1048e+00
1, 10, 1.9700e+01, 5.0000e+01, 1.0000e+00, 3.5000e-01, 3.2338e+00
1, 10, 1.9700e+01, 5.0000e+01, 1.0000e+00, 6.0000e-01, 2.5070e+00
1, 10, 1.9700e+01, 5.0000e+01, 1.0000e+00, 9.5000e-01, 2.0256e+00
1, 10, 1.9700e+01, 5.0000e+01, 1.0000e+00, 1.7000e+00, 1.5502e+00
1, 10, 1.9700e+01, 5.0000e+01, 1.0000e+00, 3.0000e+00, 1.1975e+00
1, 10, 1.9700e+01, 5.0000e+01, 1.0000e+00, 5.1000e+00, 9.3829e-01
1, 10, 1.9700e+01, 5.0000e+01, 1.0000e+00, 8.3000e+00, 7.4421e-01
1, 10, 1.9700e+01, 5.0000e+01, 1.0000e+00, 1.2000e+01, 6.2189e-01
1, 10, 1.9700e+01, 5.0000e+01, 1.0000e+00, 1.9000e+01, 4.9216e-01
1, 10, 1.9700e+01, 5.0000e+01, 1.0000e+00, 3.0000e+01, 3.9652e-01
1, 10, 1.9700e+01, 5.0000e+01, 1.0000e+00, 4.0000e+01, 3.6012e-01
1, 10, 1.9700e+01, 5.0000e+01, 1.0000e+00, 5.5000e+01, 3.2943e-01
1, 10, 1.9700e+01, 5.0000e+01, 1.0000e+00, 7.2000e+01, 3.2213e-01
1, 10, 1.9700e+01, 5.0000e+01, 1.0000e+00, 9.0000e+01, 3.2597e-01
1, 10, 1.9700e+01, 5.0000e+01, 1.0000e+00, 9.9000e+01, 3.2919e-01
