# This file is generated on 02-Oct-2023 at 12:34:01 and contains for each site, each satellite, frequency:
# att_cld = attenuation due to clouds (dB); liq_cont = liquid water content (g/m^3).
# All parameters are computed by: ITU-R P.840-4 model.
# Attenuation due to clouds results are sorted acording to the site identification number:
#    _ 1 = Louvain-la-Neuve (Lat = 5.0670e+01 deg, Lon = 4.6100e+00 deg, Alt = 1.6000e-01 km)
# Stored values are organised as follow:
# Site number, Satellite number, Frequency (GHz), Elevation angle (deg), Elevation probability (), Time exceeded (%), liq_cont (g/m^3), att_cld (dB)
1, 2, 3.9400e+01, 1.0000e+01, 1.0000e+00, 1.0000e-02, 1.8548e+00, 1.3582e+01
1, 2, 3.9400e+01, 1.0000e+01, 1.0000e+00, 1.6000e-02, 1.8548e+00, 1.3582e+01
1, 2, 3.9400e+01, 1.0000e+01, 1.0000e+00, 2.7000e-02, 1.8548e+00, 1.3582e+01
1, 2, 3.9400e+01, 1.0000e+01, 1.0000e+00, 4.5000e-02, 1.8548e+00, 1.3582e+01
1, 2, 3.9400e+01, 1.0000e+01, 1.0000e+00, 7.7000e-02, 1.8548e+00, 1.3582e+01
1, 2, 3.9400e+01, 1.0000e+01, 1.0000e+00, 1.3000e-01, 1.7845e+00, 1.3067e+01
1, 2, 3.9400e+01, 1.0000e+01, 1.0000e+00, 2.1000e-01, 1.6574e+00, 1.2137e+01
1, 2, 3.9400e+01, 1.0000e+01, 1.0000e+00, 3.5000e-01, 1.5248e+00, 1.1165e+01
1, 2, 3.9400e+01, 1.0000e+01, 1.0000e+00, 6.0000e-01, 1.3630e+00, 9.9811e+00
1, 2, 3.9400e+01, 1.0000e+01, 1.0000e+00, 9.5000e-01, 1.2329e+00, 9.0281e+00
1, 2, 3.9400e+01, 1.0000e+01, 1.0000e+00, 1.7000e+00, 1.0531e+00, 7.7117e+00
1, 2, 3.9400e+01, 1.0000e+01, 1.0000e+00, 3.0000e+00, 8.6579e-01, 6.3399e+00
1, 2, 3.9400e+01, 1.0000e+01, 1.0000e+00, 5.1000e+00, 6.7612e-01, 4.9510e+00
1, 2, 3.9400e+01, 1.0000e+01, 1.0000e+00, 8.3000e+00, 4.9344e-01, 3.6133e+00
1, 2, 3.9400e+01, 1.0000e+01, 1.0000e+00, 1.2000e+01, 3.5969e-01, 2.6339e+00
1, 2, 3.9400e+01, 1.0000e+01, 1.0000e+00, 1.9000e+01, 1.9874e-01, 1.4553e+00
1, 2, 3.9400e+01, 1.0000e+01, 1.0000e+00, 3.0000e+01, 7.7398e-02, 5.6676e-01
1, 2, 3.9400e+01, 1.0000e+01, 1.0000e+00, 4.0000e+01, 4.0497e-02, 2.9654e-01
1, 2, 3.9400e+01, 1.0000e+01, 1.0000e+00, 5.5000e+01, 6.9347e-03, 5.0780e-02
1, 2, 3.9400e+01, 1.0000e+01, 1.0000e+00, 7.2000e+01, 0.0000e+00, 0.0000e+00
1, 2, 3.9400e+01, 1.0000e+01, 1.0000e+00, 9.0000e+01, 0.0000e+00, 0.0000e+00
1, 2, 3.9400e+01, 1.0000e+01, 1.0000e+00, 9.9000e+01, 0.0000e+00, 0.0000e+00
1, 3, 3.9400e+01, 1.5000e+01, 1.0000e+00, 1.0000e-03, 1.8548e+00, 9.1124e+00
1, 3, 3.9400e+01, 1.5000e+01, 1.0000e+00, 2.0000e-03, 1.8548e+00, 9.1124e+00
1, 3, 3.9400e+01, 1.5000e+01, 1.0000e+00, 5.0000e-03, 1.8548e+00, 9.1124e+00
1, 3, 3.9400e+01, 1.5000e+01, 1.0000e+00, 8.0000e-03, 1.8548e+00, 9.1124e+00
1, 3, 3.9400e+01, 1.5000e+01, 1.0000e+00, 1.0000e-02, 1.8548e+00, 9.1124e+00
1, 3, 3.9400e+01, 1.5000e+01, 1.0000e+00, 1.6000e-02, 1.8548e+00, 9.1124e+00
1, 3, 3.9400e+01, 1.5000e+01, 1.0000e+00, 2.7000e-02, 1.8548e+00, 9.1124e+00
1, 3, 3.9400e+01, 1.5000e+01, 1.0000e+00, 4.5000e-02, 1.8548e+00, 9.1124e+00
1, 3, 3.9400e+01, 1.5000e+01, 1.0000e+00, 7.7000e-02, 1.8548e+00, 9.1124e+00
1, 3, 3.9400e+01, 1.5000e+01, 1.0000e+00, 1.3000e-01, 1.7845e+00, 8.7670e+00
1, 3, 3.9400e+01, 1.5000e+01, 1.0000e+00, 2.1000e-01, 1.6574e+00, 8.1428e+00
1, 3, 3.9400e+01, 1.5000e+01, 1.0000e+00, 3.5000e-01, 1.5248e+00, 7.4911e+00
1, 3, 3.9400e+01, 1.5000e+01, 1.0000e+00, 6.0000e-01, 1.3630e+00, 6.6966e+00
1, 3, 3.9400e+01, 1.5000e+01, 1.0000e+00, 9.5000e-01, 1.2329e+00, 6.0571e+00
1, 3, 3.9400e+01, 1.5000e+01, 1.0000e+00, 1.7000e+00, 1.0531e+00, 5.1740e+00
1, 3, 3.9400e+01, 1.5000e+01, 1.0000e+00, 3.0000e+00, 8.6579e-01, 4.2536e+00
1, 3, 3.9400e+01, 1.5000e+01, 1.0000e+00, 5.1000e+00, 6.7612e-01, 3.3217e+00
1, 3, 3.9400e+01, 1.5000e+01, 1.0000e+00, 8.3000e+00, 4.9344e-01, 2.4243e+00
1, 3, 3.9400e+01, 1.5000e+01, 1.0000e+00, 1.2000e+01, 3.5969e-01, 1.7672e+00
1, 3, 3.9400e+01, 1.5000e+01, 1.0000e+00, 1.9000e+01, 1.9874e-01, 9.7642e-01
1, 3, 3.9400e+01, 1.5000e+01, 1.0000e+00, 3.0000e+01, 7.7398e-02, 3.8026e-01
1, 3, 3.9400e+01, 1.5000e+01, 1.0000e+00, 4.0000e+01, 4.0497e-02, 1.9896e-01
1, 3, 3.9400e+01, 1.5000e+01, 1.0000e+00, 5.5000e+01, 6.9347e-03, 3.4070e-02
1, 3, 3.9400e+01, 1.5000e+01, 1.0000e+00, 7.2000e+01, 0.0000e+00, 0.0000e+00
1, 3, 3.9400e+01, 1.5000e+01, 1.0000e+00, 9.0000e+01, 0.0000e+00, 0.0000e+00
1, 3, 3.9400e+01, 1.5000e+01, 1.0000e+00, 9.9000e+01, 0.0000e+00, 0.0000e+00
1, 4, 3.9400e+01, 2.0000e+01, 1.0000e+00, 1.0000e-03, 1.8548e+00, 6.8957e+00
1, 4, 3.9400e+01, 2.0000e+01, 1.0000e+00, 2.0000e-03, 1.8548e+00, 6.8957e+00
1, 4, 3.9400e+01, 2.0000e+01, 1.0000e+00, 5.0000e-03, 1.8548e+00, 6.8957e+00
1, 4, 3.9400e+01, 2.0000e+01, 1.0000e+00, 8.0000e-03, 1.8548e+00, 6.8957e+00
1, 4, 3.9400e+01, 2.0000e+01, 1.0000e+00, 1.0000e-02, 1.8548e+00, 6.8957e+00
1, 4, 3.9400e+01, 2.0000e+01, 1.0000e+00, 1.6000e-02, 1.8548e+00, 6.8957e+00
1, 4, 3.9400e+01, 2.0000e+01, 1.0000e+00, 2.7000e-02, 1.8548e+00, 6.8957e+00
1, 4, 3.9400e+01, 2.0000e+01, 1.0000e+00, 4.5000e-02, 1.8548e+00, 6.8957e+00
1, 4, 3.9400e+01, 2.0000e+01, 1.0000e+00, 7.7000e-02, 1.8548e+00, 6.8957e+00
1, 4, 3.9400e+01, 2.0000e+01, 1.0000e+00, 1.3000e-01, 1.7845e+00, 6.6343e+00
1, 4, 3.9400e+01, 2.0000e+01, 1.0000e+00, 2.1000e-01, 1.6574e+00, 6.1620e+00
1, 4, 3.9400e+01, 2.0000e+01, 1.0000e+00, 3.5000e-01, 1.5248e+00, 5.6688e+00
1, 4, 3.9400e+01, 2.0000e+01, 1.0000e+00, 6.0000e-01, 1.3630e+00, 5.0676e+00
1, 4, 3.9400e+01, 2.0000e+01, 1.0000e+00, 9.5000e-01, 1.2329e+00, 4.5837e+00
1, 4, 3.9400e+01, 2.0000e+01, 1.0000e+00, 1.7000e+00, 1.0531e+00, 3.9153e+00
1, 4, 3.9400e+01, 2.0000e+01, 1.0000e+00, 3.0000e+00, 8.6579e-01, 3.2189e+00
1, 4, 3.9400e+01, 2.0000e+01, 1.0000e+00, 5.1000e+00, 6.7612e-01, 2.5137e+00
1, 4, 3.9400e+01, 2.0000e+01, 1.0000e+00, 8.3000e+00, 4.9344e-01, 1.8345e+00
1, 4, 3.9400e+01, 2.0000e+01, 1.0000e+00, 1.2000e+01, 3.5969e-01, 1.3373e+00
1, 4, 3.9400e+01, 2.0000e+01, 1.0000e+00, 1.9000e+01, 1.9874e-01, 7.3889e-01
1, 4, 3.9400e+01, 2.0000e+01, 1.0000e+00, 3.0000e+01, 7.7398e-02, 2.8775e-01
1, 4, 3.9400e+01, 2.0000e+01, 1.0000e+00, 4.0000e+01, 4.0497e-02, 1.5056e-01
1, 4, 3.9400e+01, 2.0000e+01, 1.0000e+00, 5.5000e+01, 6.9347e-03, 2.5782e-02
1, 4, 3.9400e+01, 2.0000e+01, 1.0000e+00, 7.2000e+01, 0.0000e+00, 0.0000e+00
1, 4, 3.9400e+01, 2.0000e+01, 1.0000e+00, 9.0000e+01, 0.0000e+00, 0.0000e+00
1, 4, 3.9400e+01, 2.0000e+01, 1.0000e+00, 9.9000e+01, 0.0000e+00, 0.0000e+00
1, 5, 3.9400e+01, 2.5000e+01, 1.0000e+00, 1.0000e-03, 1.8548e+00, 5.5806e+00
1, 5, 3.9400e+01, 2.5000e+01, 1.0000e+00, 2.0000e-03, 1.8548e+00, 5.5806e+00
1, 5, 3.9400e+01, 2.5000e+01, 1.0000e+00, 5.0000e-03, 1.8548e+00, 5.5806e+00
1, 5, 3.9400e+01, 2.5000e+01, 1.0000e+00, 8.0000e-03, 1.8548e+00, 5.5806e+00
1, 5, 3.9400e+01, 2.5000e+01, 1.0000e+00, 1.0000e-02, 1.8548e+00, 5.5806e+00
1, 5, 3.9400e+01, 2.5000e+01, 1.0000e+00, 1.6000e-02, 1.8548e+00, 5.5806e+00
1, 5, 3.9400e+01, 2.5000e+01, 1.0000e+00, 2.7000e-02, 1.8548e+00, 5.5806e+00
1, 5, 3.9400e+01, 2.5000e+01, 1.0000e+00, 4.5000e-02, 1.8548e+00, 5.5806e+00
1, 5, 3.9400e+01, 2.5000e+01, 1.0000e+00, 7.7000e-02, 1.8548e+00, 5.5806e+00
1, 5, 3.9400e+01, 2.5000e+01, 1.0000e+00, 1.3000e-01, 1.7845e+00, 5.3691e+00
1, 5, 3.9400e+01, 2.5000e+01, 1.0000e+00, 2.1000e-01, 1.6574e+00, 4.9868e+00
1, 5, 3.9400e+01, 2.5000e+01, 1.0000e+00, 3.5000e-01, 1.5248e+00, 4.5877e+00
1, 5, 3.9400e+01, 2.5000e+01, 1.0000e+00, 6.0000e-01, 1.3630e+00, 4.1011e+00
1, 5, 3.9400e+01, 2.5000e+01, 1.0000e+00, 9.5000e-01, 1.2329e+00, 3.7095e+00
1, 5, 3.9400e+01, 2.5000e+01, 1.0000e+00, 1.7000e+00, 1.0531e+00, 3.1686e+00
1, 5, 3.9400e+01, 2.5000e+01, 1.0000e+00, 3.0000e+00, 8.6579e-01, 2.6050e+00
1, 5, 3.9400e+01, 2.5000e+01, 1.0000e+00, 5.1000e+00, 6.7612e-01, 2.0343e+00
1, 5, 3.9400e+01, 2.5000e+01, 1.0000e+00, 8.3000e+00, 4.9344e-01, 1.4847e+00
1, 5, 3.9400e+01, 2.5000e+01, 1.0000e+00, 1.2000e+01, 3.5969e-01, 1.0822e+00
1, 5, 3.9400e+01, 2.5000e+01, 1.0000e+00, 1.9000e+01, 1.9874e-01, 5.9798e-01
1, 5, 3.9400e+01, 2.5000e+01, 1.0000e+00, 3.0000e+01, 7.7398e-02, 2.3288e-01
1, 5, 3.9400e+01, 2.5000e+01, 1.0000e+00, 4.0000e+01, 4.0497e-02, 1.2185e-01
1, 5, 3.9400e+01, 2.5000e+01, 1.0000e+00, 5.5000e+01, 6.9347e-03, 2.0865e-02
1, 5, 3.9400e+01, 2.5000e+01, 1.0000e+00, 7.2000e+01, 0.0000e+00, 0.0000e+00
1, 5, 3.9400e+01, 2.5000e+01, 1.0000e+00, 9.0000e+01, 0.0000e+00, 0.0000e+00
1, 5, 3.9400e+01, 2.5000e+01, 1.0000e+00, 9.9000e+01, 0.0000e+00, 0.0000e+00
1, 6, 3.9400e+01, 3.0000e+01, 1.0000e+00, 1.0000e-03, 1.8548e+00, 4.7169e+00
1, 6, 3.9400e+01, 3.0000e+01, 1.0000e+00, 2.0000e-03, 1.8548e+00, 4.7169e+00
1, 6, 3.9400e+01, 3.0000e+01, 1.0000e+00, 5.0000e-03, 1.8548e+00, 4.7169e+00
1, 6, 3.9400e+01, 3.0000e+01, 1.0000e+00, 8.0000e-03, 1.8548e+00, 4.7169e+00
1, 6, 3.9400e+01, 3.0000e+01, 1.0000e+00, 1.0000e-02, 1.8548e+00, 4.7169e+00
1, 6, 3.9400e+01, 3.0000e+01, 1.0000e+00, 1.6000e-02, 1.8548e+00, 4.7169e+00
1, 6, 3.9400e+01, 3.0000e+01, 1.0000e+00, 2.7000e-02, 1.8548e+00, 4.7169e+00
1, 6, 3.9400e+01, 3.0000e+01, 1.0000e+00, 4.5000e-02, 1.8548e+00, 4.7169e+00
1, 6, 3.9400e+01, 3.0000e+01, 1.0000e+00, 7.7000e-02, 1.8548e+00, 4.7169e+00
1, 6, 3.9400e+01, 3.0000e+01, 1.0000e+00, 1.3000e-01, 1.7845e+00, 4.5382e+00
1, 6, 3.9400e+01, 3.0000e+01, 1.0000e+00, 2.1000e-01, 1.6574e+00, 4.2150e+00
1, 6, 3.9400e+01, 3.0000e+01, 1.0000e+00, 3.5000e-01, 1.5248e+00, 3.8777e+00
1, 6, 3.9400e+01, 3.0000e+01, 1.0000e+00, 6.0000e-01, 1.3630e+00, 3.4664e+00
1, 6, 3.9400e+01, 3.0000e+01, 1.0000e+00, 9.5000e-01, 1.2329e+00, 3.1354e+00
1, 6, 3.9400e+01, 3.0000e+01, 1.0000e+00, 1.7000e+00, 1.0531e+00, 2.6783e+00
1, 6, 3.9400e+01, 3.0000e+01, 1.0000e+00, 3.0000e+00, 8.6579e-01, 2.2018e+00
1, 6, 3.9400e+01, 3.0000e+01, 1.0000e+00, 5.1000e+00, 6.7612e-01, 1.7195e+00
1, 6, 3.9400e+01, 3.0000e+01, 1.0000e+00, 8.3000e+00, 4.9344e-01, 1.2549e+00
1, 6, 3.9400e+01, 3.0000e+01, 1.0000e+00, 1.2000e+01, 3.5969e-01, 9.1475e-01
1, 6, 3.9400e+01, 3.0000e+01, 1.0000e+00, 1.9000e+01, 1.9874e-01, 5.0543e-01
1, 6, 3.9400e+01, 3.0000e+01, 1.0000e+00, 3.0000e+01, 7.7398e-02, 1.9684e-01
1, 6, 3.9400e+01, 3.0000e+01, 1.0000e+00, 4.0000e+01, 4.0497e-02, 1.0299e-01
1, 6, 3.9400e+01, 3.0000e+01, 1.0000e+00, 5.5000e+01, 6.9347e-03, 1.7636e-02
1, 6, 3.9400e+01, 3.0000e+01, 1.0000e+00, 7.2000e+01, 0.0000e+00, 0.0000e+00
1, 6, 3.9400e+01, 3.0000e+01, 1.0000e+00, 9.0000e+01, 0.0000e+00, 0.0000e+00
1, 6, 3.9400e+01, 3.0000e+01, 1.0000e+00, 9.9000e+01, 0.0000e+00, 0.0000e+00
1, 7, 3.9400e+01, 3.5000e+01, 1.0000e+00, 1.0000e-03, 1.8548e+00, 4.1119e+00
1, 7, 3.9400e+01, 3.5000e+01, 1.0000e+00, 2.0000e-03, 1.8548e+00, 4.1119e+00
1, 7, 3.9400e+01, 3.5000e+01, 1.0000e+00, 5.0000e-03, 1.8548e+00, 4.1119e+00
1, 7, 3.9400e+01, 3.5000e+01, 1.0000e+00, 8.0000e-03, 1.8548e+00, 4.1119e+00
1, 7, 3.9400e+01, 3.5000e+01, 1.0000e+00, 1.0000e-02, 1.8548e+00, 4.1119e+00
1, 7, 3.9400e+01, 3.5000e+01, 1.0000e+00, 1.6000e-02, 1.8548e+00, 4.1119e+00
1, 7, 3.9400e+01, 3.5000e+01, 1.0000e+00, 2.7000e-02, 1.8548e+00, 4.1119e+00
1, 7, 3.9400e+01, 3.5000e+01, 1.0000e+00, 4.5000e-02, 1.8548e+00, 4.1119e+00
1, 7, 3.9400e+01, 3.5000e+01, 1.0000e+00, 7.7000e-02, 1.8548e+00, 4.1119e+00
1, 7, 3.9400e+01, 3.5000e+01, 1.0000e+00, 1.3000e-01, 1.7845e+00, 3.9560e+00
1, 7, 3.9400e+01, 3.5000e+01, 1.0000e+00, 2.1000e-01, 1.6574e+00, 3.6744e+00
1, 7, 3.9400e+01, 3.5000e+01, 1.0000e+00, 3.5000e-01, 1.5248e+00, 3.3803e+00
1, 7, 3.9400e+01, 3.5000e+01, 1.0000e+00, 6.0000e-01, 1.3630e+00, 3.0217e+00
1, 7, 3.9400e+01, 3.5000e+01, 1.0000e+00, 9.5000e-01, 1.2329e+00, 2.7332e+00
1, 7, 3.9400e+01, 3.5000e+01, 1.0000e+00, 1.7000e+00, 1.0531e+00, 2.3347e+00
1, 7, 3.9400e+01, 3.5000e+01, 1.0000e+00, 3.0000e+00, 8.6579e-01, 1.9194e+00
1, 7, 3.9400e+01, 3.5000e+01, 1.0000e+00, 5.1000e+00, 6.7612e-01, 1.4989e+00
1, 7, 3.9400e+01, 3.5000e+01, 1.0000e+00, 8.3000e+00, 4.9344e-01, 1.0939e+00
1, 7, 3.9400e+01, 3.5000e+01, 1.0000e+00, 1.2000e+01, 3.5969e-01, 7.9741e-01
1, 7, 3.9400e+01, 3.5000e+01, 1.0000e+00, 1.9000e+01, 1.9874e-01, 4.4060e-01
1, 7, 3.9400e+01, 3.5000e+01, 1.0000e+00, 3.0000e+01, 7.7398e-02, 1.7159e-01
1, 7, 3.9400e+01, 3.5000e+01, 1.0000e+00, 4.0000e+01, 4.0497e-02, 8.9778e-02
1, 7, 3.9400e+01, 3.5000e+01, 1.0000e+00, 5.5000e+01, 6.9347e-03, 1.5374e-02
1, 7, 3.9400e+01, 3.5000e+01, 1.0000e+00, 7.2000e+01, 0.0000e+00, 0.0000e+00
1, 7, 3.9400e+01, 3.5000e+01, 1.0000e+00, 9.0000e+01, 0.0000e+00, 0.0000e+00
1, 7, 3.9400e+01, 3.5000e+01, 1.0000e+00, 9.9000e+01, 0.0000e+00, 0.0000e+00
1, 8, 3.9400e+01, 4.0000e+01, 1.0000e+00, 1.0000e-03, 1.8548e+00, 3.6691e+00
1, 8, 3.9400e+01, 4.0000e+01, 1.0000e+00, 2.0000e-03, 1.8548e+00, 3.6691e+00
1, 8, 3.9400e+01, 4.0000e+01, 1.0000e+00, 5.0000e-03, 1.8548e+00, 3.6691e+00
1, 8, 3.9400e+01, 4.0000e+01, 1.0000e+00, 8.0000e-03, 1.8548e+00, 3.6691e+00
1, 8, 3.9400e+01, 4.0000e+01, 1.0000e+00, 1.0000e-02, 1.8548e+00, 3.6691e+00
1, 8, 3.9400e+01, 4.0000e+01, 1.0000e+00, 1.6000e-02, 1.8548e+00, 3.6691e+00
1, 8, 3.9400e+01, 4.0000e+01, 1.0000e+00, 2.7000e-02, 1.8548e+00, 3.6691e+00
1, 8, 3.9400e+01, 4.0000e+01, 1.0000e+00, 4.5000e-02, 1.8548e+00, 3.6691e+00
1, 8, 3.9400e+01, 4.0000e+01, 1.0000e+00, 7.7000e-02, 1.8548e+00, 3.6691e+00
1, 8, 3.9400e+01, 4.0000e+01, 1.0000e+00, 1.3000e-01, 1.7845e+00, 3.5301e+00
1, 8, 3.9400e+01, 4.0000e+01, 1.0000e+00, 2.1000e-01, 1.6574e+00, 3.2787e+00
1, 8, 3.9400e+01, 4.0000e+01, 1.0000e+00, 3.5000e-01, 1.5248e+00, 3.0163e+00
1, 8, 3.9400e+01, 4.0000e+01, 1.0000e+00, 6.0000e-01, 1.3630e+00, 2.6964e+00
1, 8, 3.9400e+01, 4.0000e+01, 1.0000e+00, 9.5000e-01, 1.2329e+00, 2.4389e+00
1, 8, 3.9400e+01, 4.0000e+01, 1.0000e+00, 1.7000e+00, 1.0531e+00, 2.0833e+00
1, 8, 3.9400e+01, 4.0000e+01, 1.0000e+00, 3.0000e+00, 8.6579e-01, 1.7127e+00
1, 8, 3.9400e+01, 4.0000e+01, 1.0000e+00, 5.1000e+00, 6.7612e-01, 1.3375e+00
1, 8, 3.9400e+01, 4.0000e+01, 1.0000e+00, 8.3000e+00, 4.9344e-01, 9.7613e-01
1, 8, 3.9400e+01, 4.0000e+01, 1.0000e+00, 1.2000e+01, 3.5969e-01, 7.1155e-01
1, 8, 3.9400e+01, 4.0000e+01, 1.0000e+00, 1.9000e+01, 1.9874e-01, 3.9316e-01
1, 8, 3.9400e+01, 4.0000e+01, 1.0000e+00, 3.0000e+01, 7.7398e-02, 1.5311e-01
1, 8, 3.9400e+01, 4.0000e+01, 1.0000e+00, 4.0000e+01, 4.0497e-02, 8.0111e-02
1, 8, 3.9400e+01, 4.0000e+01, 1.0000e+00, 5.5000e+01, 6.9347e-03, 1.3718e-02
1, 8, 3.9400e+01, 4.0000e+01, 1.0000e+00, 7.2000e+01, 0.0000e+00, 0.0000e+00
1, 8, 3.9400e+01, 4.0000e+01, 1.0000e+00, 9.0000e+01, 0.0000e+00, 0.0000e+00
1, 8, 3.9400e+01, 4.0000e+01, 1.0000e+00, 9.9000e+01, 0.0000e+00, 0.0000e+00
1, 9, 3.9400e+01, 4.5000e+01, 1.0000e+00, 1.0000e-03, 1.8548e+00, 3.3354e+00
1, 9, 3.9400e+01, 4.5000e+01, 1.0000e+00, 2.0000e-03, 1.8548e+00, 3.3354e+00
1, 9, 3.9400e+01, 4.5000e+01, 1.0000e+00, 5.0000e-03, 1.8548e+00, 3.3354e+00
1, 9, 3.9400e+01, 4.5000e+01, 1.0000e+00, 8.0000e-03, 1.8548e+00, 3.3354e+00
1, 9, 3.9400e+01, 4.5000e+01, 1.0000e+00, 1.0000e-02, 1.8548e+00, 3.3354e+00
1, 9, 3.9400e+01, 4.5000e+01, 1.0000e+00, 1.6000e-02, 1.8548e+00, 3.3354e+00
1, 9, 3.9400e+01, 4.5000e+01, 1.0000e+00, 2.7000e-02, 1.8548e+00, 3.3354e+00
1, 9, 3.9400e+01, 4.5000e+01, 1.0000e+00, 4.5000e-02, 1.8548e+00, 3.3354e+00
1, 9, 3.9400e+01, 4.5000e+01, 1.0000e+00, 7.7000e-02, 1.8548e+00, 3.3354e+00
1, 9, 3.9400e+01, 4.5000e+01, 1.0000e+00, 1.3000e-01, 1.7845e+00, 3.2090e+00
1, 9, 3.9400e+01, 4.5000e+01, 1.0000e+00, 2.1000e-01, 1.6574e+00, 2.9805e+00
1, 9, 3.9400e+01, 4.5000e+01, 1.0000e+00, 3.5000e-01, 1.5248e+00, 2.7419e+00
1, 9, 3.9400e+01, 4.5000e+01, 1.0000e+00, 6.0000e-01, 1.3630e+00, 2.4511e+00
1, 9, 3.9400e+01, 4.5000e+01, 1.0000e+00, 9.5000e-01, 1.2329e+00, 2.2171e+00
1, 9, 3.9400e+01, 4.5000e+01, 1.0000e+00, 1.7000e+00, 1.0531e+00, 1.8938e+00
1, 9, 3.9400e+01, 4.5000e+01, 1.0000e+00, 3.0000e+00, 8.6579e-01, 1.5569e+00
1, 9, 3.9400e+01, 4.5000e+01, 1.0000e+00, 5.1000e+00, 6.7612e-01, 1.2158e+00
1, 9, 3.9400e+01, 4.5000e+01, 1.0000e+00, 8.3000e+00, 4.9344e-01, 8.8734e-01
1, 9, 3.9400e+01, 4.5000e+01, 1.0000e+00, 1.2000e+01, 3.5969e-01, 6.4683e-01
