# This file is generated on 02-Oct-2023 at 12:34:01 and contains for each site, each satellite, frequency:
# att_scin = attenuation due to scintillation (dB).
# All parameters are computed by: ITU-R P.618-10 model.
# Attenuation due to clouds results are sorted acording to the site identification number:
#    _ 1 = Louvain-la-Neuve (Lat = 5.0670e+01 deg, Lon = 4.6100e+00 deg, Alt = 1.6000e-01 km)
# Stored values are organised as follow:
# Site number, Satellite number, Frequency (GHz), Elevation angle (deg), Elevation probability (), Time exceeded (%), att_scin (dB)
1, 3, 3.9400e+01, 1.5000e+01, 1.0000e+00, 1.0000e-02, 2.4881e+00
1, 3, 3.9400e+01, 1.5000e+01, 1.0000e+00, 1.6000e-02, 2.3016e+00
1, 3, 3.9400e+01, 1.5000e+01, 1.0000e+00, 2.7000e-02, 2.1074e+00
1, 3, 3.9400e+01, 1.5000e+01, 1.0000e+00, 4.5000e-02, 1.9303e+00
1, 3, 3.9400e+01, 1.5000e+01, 1.0000e+00, 7.7000e-02, 1.7557e+00
1, 3, 3.9400e+01, 1.5000e+01, 1.0000e+00, 1.3000e-01, 1.5954e+00
1, 3, 3.9400e+01, 1.5000e+01, 1.0000e+00, 2.1000e-01, 1.4560e+00
1, 3, 3.9400e+01, 1.5000e+01, 1.0000e+00, 3.5000e-01, 1.3140e+00
1, 3, 3.9400e+01, 1.5000e+01, 1.0000e+00, 6.0000e-01, 1.1699e+00
1, 3, 3.9400e+01, 1.5000e+01, 1.0000e+00, 9.5000e-01, 1.0505e+00
1, 3, 3.9400e+01, 1.5000e+01, 1.0000e+00, 1.7000e+00, 9.0211e-01
1, 3, 3.9400e+01, 1.5000e+01, 1.0000e+00, 3.0000e+00, 7.5857e-01
1, 3, 3.9400e+01, 1.5000e+01, 1.0000e+00, 5.1000e+00, 6.2393e-01
1, 3, 3.9400e+01, 1.5000e+01, 1.0000e+00, 8.3000e+00, 4.9854e-01
1, 3, 3.9400e+01, 1.5000e+01, 1.0000e+00, 1.2000e+01, 4.0171e-01
1, 3, 3.9400e+01, 1.5000e+01, 1.0000e+00, 1.9000e+01, 2.7783e-01
1, 3, 3.9400e+01, 1.5000e+01, 1.0000e+00, 3.0000e+01, 1.5028e-01
1, 3, 3.9400e+01, 1.5000e+01, 1.0000e+00, 4.0000e+01, 6.7234e-02
1, 3, 3.9400e+01, 1.5000e+01, 1.0000e+00, 5.5000e+01, -2.7486e-02
1, 3, 3.9400e+01, 1.5000e+01, 1.0000e+00, 7.2000e+01, -1.1013e-01
1, 3, 3.9400e+01, 1.5000e+01, 1.0000e+00, 9.0000e+01, -1.8051e-01
1, 3, 3.9400e+01, 1.5000e+01, 1.0000e+00, 9.9000e+01, -2.1113e-01
1, 4, 3.9400e+01, 2.0000e+01, 1.0000e+00, 1.0000e-03, 2.5798e+00
1, 4, 3.9400e+01, 2.0000e+01, 1.0000e+00, 2.0000e-03, 2.3111e+00
1, 4, 3.9400e+01, 2.0000e+01, 1.0000e+00, 5.0000e-03, 1.9944e+00
1, 4, 3.9400e+01, 2.0000e+01, 1.0000e+00, 8.0000e-03, 1.8473e+00
1, 4, 3.9400e+01, 2.0000e+01, 1.0000e+00, 1.0000e-02, 1.7808e+00
1, 4, 3.9400e+01, 2.0000e+01, 1.0000e+00, 1.6000e-02, 1.6473e+00
1, 4, 3.9400e+01, 2.0000e+01, 1.0000e+00, 2.7000e-02, 1.5083e+00
1, 4, 3.9400e+01, 2.0000e+01, 1.0000e+00, 4.5000e-02, 1.3815e+00
1, 4, 3.9400e+01, 2.0000e+01, 1.0000e+00, 7.7000e-02, 1.2565e+00
1, 4, 3.9400e+01, 2.0000e+01, 1.0000e+00, 1.3000e-01, 1.1418e+00
1, 4, 3.9400e+01, 2.0000e+01, 1.0000e+00, 2.1000e-01, 1.0421e+00
1, 4, 3.9400e+01, 2.0000e+01, 1.0000e+00, 3.5000e-01, 9.4047e-01
1, 4, 3.9400e+01, 2.0000e+01, 1.0000e+00, 6.0000e-01, 8.3732e-01
1, 4, 3.9400e+01, 2.0000e+01, 1.0000e+00, 9.5000e-01, 7.5183e-01
1, 4, 3.9400e+01, 2.0000e+01, 1.0000e+00, 1.7000e+00, 6.4564e-01
1, 4, 3.9400e+01, 2.0000e+01, 1.0000e+00, 3.0000e+00, 5.4291e-01
1, 4, 3.9400e+01, 2.0000e+01, 1.0000e+00, 5.1000e+00, 4.4655e-01
1, 4, 3.9400e+01, 2.0000e+01, 1.0000e+00, 8.3000e+00, 3.5681e-01
1, 4, 3.9400e+01, 2.0000e+01, 1.0000e+00, 1.2000e+01, 2.8750e-01
1, 4, 3.9400e+01, 2.0000e+01, 1.0000e+00, 1.9000e+01, 1.9884e-01
1, 4, 3.9400e+01, 2.0000e+01, 1.0000e+00, 3.0000e+01, 1.0755e-01
1, 4, 3.9400e+01, 2.0000e+01, 1.0000e+00, 4.0000e+01, 4.8120e-02
1, 4, 3.9400e+01, 2.0000e+01, 1.0000e+00, 5.5000e+01, -1.9672e-02
1, 4, 3.9400e+01, 2.0000e+01, 1.0000e+00, 7.2000e+01, -7.8818e-02
1, 4, 3.9400e+01, 2.0000e+01, 1.0000e+00, 9.0000e+01, -1.2919e-01
1, 4, 3.9400e+01, 2.0000e+01, 1.0000e+00, 9.9000e+01, -1.5110e-01
1, 5, 3.9400e+01, 2.5000e+01, 1.0000e+00, 1.0000e-03, 2.0013e+00
1, 5, 3.9400e+01, 2.5000e+01, 1.0000e+00, 2.0000e-03, 1.7928e+00
1, 5, 3.9400e+01, 2.5000e+01, 1.0000e+00, 5.0000e-03, 1.5471e+00
1, 5, 3.9400e+01, 2.5000e+01, 1.0000e+00, 8.0000e-03, 1.4330e+00
1, 5, 3.9400e+01, 2.5000e+01, 1.0000e+00, 1.0000e-02, 1.3814e+00
1, 5, 3.9400e+01, 2.5000e+01, 1.0000e+00, 1.6000e-02, 1.2779e+00
1, 5, 3.9400e+01, 2.5000e+01, 1.0000e+00, 2.7000e-02, 1.1701e+00
1, 5, 3.9400e+01, 2.5000e+01, 1.0000e+00, 4.5000e-02, 1.0717e+00
1, 5, 3.9400e+01, 2.5000e+01, 1.0000e+00, 7.7000e-02, 9.7476e-01
1, 5, 3.9400e+01, 2.5000e+01, 1.0000e+00, 1.3000e-01, 8.8579e-01
1, 5, 3.9400e+01, 2.5000e+01, 1.0000e+00, 2.1000e-01, 8.0841e-01
1, 5, 3.9400e+01, 2.5000e+01, 1.0000e+00, 3.5000e-01, 7.2957e-01
1, 5, 3.9400e+01, 2.5000e+01, 1.0000e+00, 6.0000e-01, 6.4955e-01
1, 5, 3.9400e+01, 2.5000e+01, 1.0000e+00, 9.5000e-01, 5.8324e-01
1, 5, 3.9400e+01, 2.5000e+01, 1.0000e+00, 1.7000e+00, 5.0086e-01
1, 5, 3.9400e+01, 2.5000e+01, 1.0000e+00, 3.0000e+00, 4.2117e-01
1, 5, 3.9400e+01, 2.5000e+01, 1.0000e+00, 5.1000e+00, 3.4641e-01
1, 5, 3.9400e+01, 2.5000e+01, 1.0000e+00, 8.3000e+00, 2.7679e-01
1, 5, 3.9400e+01, 2.5000e+01, 1.0000e+00, 1.2000e+01, 2.2303e-01
1, 5, 3.9400e+01, 2.5000e+01, 1.0000e+00, 1.9000e+01, 1.5425e-01
1, 5, 3.9400e+01, 2.5000e+01, 1.0000e+00, 3.0000e+01, 8.3435e-02
1, 5, 3.9400e+01, 2.5000e+01, 1.0000e+00, 4.0000e+01, 3.7329e-02
1, 5, 3.9400e+01, 2.5000e+01, 1.0000e+00, 5.5000e+01, -1.5260e-02
1, 5, 3.9400e+01, 2.5000e+01, 1.0000e+00, 7.2000e+01, -6.1144e-02
1, 5, 3.9400e+01, 2.5000e+01, 1.0000e+00, 9.0000e+01, -1.0022e-01
1, 5, 3.9400e+01, 2.5000e+01, 1.0000e+00, 9.9000e+01, -1.1722e-01
1, 6, 3.9400e+01, 3.0000e+01, 1.0000e+00, 1.0000e-03, 1.6356e+00
1, 6, 3.9400e+01, 3.0000e+01, 1.0000e+00, 2.0000e-03, 1.4653e+00
1, 6, 3.9400e+01, 3.0000e+01, 1.0000e+00, 5.0000e-03, 1.2645e+00
1, 6, 3.9400e+01, 3.0000e+01, 1.0000e+00, 8.0000e-03, 1.1712e+00
1, 6, 3.9400e+01, 3.0000e+01, 1.0000e+00, 1.0000e-02, 1.1290e+00
1, 6, 3.9400e+01, 3.0000e+01, 1.0000e+00, 1.6000e-02, 1.0444e+00
1, 6, 3.9400e+01, 3.0000e+01, 1.0000e+00, 2.7000e-02, 9.5628e-01
1, 6, 3.9400e+01, 3.0000e+01, 1.0000e+00, 4.5000e-02, 8.7589e-01
1, 6, 3.9400e+01, 3.0000e+01, 1.0000e+00, 7.7000e-02, 7.9666e-01
1, 6, 3.9400e+01, 3.0000e+01, 1.0000e+00, 1.3000e-01, 7.2394e-01
1, 6, 3.9400e+01, 3.0000e+01, 1.0000e+00, 2.1000e-01, 6.6070e-01
1, 6, 3.9400e+01, 3.0000e+01, 1.0000e+00, 3.5000e-01, 5.9627e-01
1, 6, 3.9400e+01, 3.0000e+01, 1.0000e+00, 6.0000e-01, 5.3087e-01
1, 6, 3.9400e+01, 3.0000e+01, 1.0000e+00, 9.5000e-01, 4.7667e-01
1, 6, 3.9400e+01, 3.0000e+01, 1.0000e+00, 1.7000e+00, 4.0934e-01
1, 6, 3.9400e+01, 3.0000e+01, 1.0000e+00, 3.0000e+00, 3.4421e-01
1, 6, 3.9400e+01, 3.0000e+01, 1.0000e+00, 5.1000e+00, 2.8312e-01
1, 6, 3.9400e+01, 3.0000e+01, 1.0000e+00, 8.3000e+00, 2.2622e-01
1, 6, 3.9400e+01, 3.0000e+01, 1.0000e+00, 1.2000e+01, 1.8228e-01
1, 6, 3.9400e+01, 3.0000e+01, 1.0000e+00, 1.9000e+01, 1.2607e-01
1, 6, 3.9400e+01, 3.0000e+01, 1.0000e+00, 3.0000e+01, 6.8191e-02
1, 6, 3.9400e+01, 3.0000e+01, 1.0000e+00, 4.0000e+01, 3.0509e-02
1, 6, 3.9400e+01, 3.0000e+01, 1.0000e+00, 5.5000e+01, -1.2472e-02
1, 6, 3.9400e+01, 3.0000e+01, 1.0000e+00, 7.2000e+01, -4.9972e-02
1, 6, 3.9400e+01, 3.0000e+01, 1.0000e+00, 9.0000e+01, -8.1908e-02
1, 6, 3.9400e+01, 3.0000e+01, 1.0000e+00, 9.9000e+01, -9.5802e-02
1, 7, 3.9400e+01, 3.5000e+01, 1.0000e+00, 1.0000e-03, 1.3872e+00
1, 7, 3.9400e+01, 3.5000e+01, 1.0000e+00, 2.0000e-03, 1.2427e+00
1, 7, 3.9400e+01, 3.5000e+01, 1.0000e+00, 5.0000e-03, 1.0724e+00
1, 7, 3.9400e+01, 3.5000e+01, 1.0000e+00, 8.0000e-03, 9.9330e-01
1, 7, 3.9400e+01, 3.5000e+01, 1.0000e+00, 1.0000e-02, 9.5755e-01
1, 7, 3.9400e+01, 3.5000e+01, 1.0000e+00, 1.6000e-02, 8.8575e-01
1, 7, 3.9400e+01, 3.5000e+01, 1.0000e+00, 2.7000e-02, 8.1104e-01
1, 7, 3.9400e+01, 3.5000e+01, 1.0000e+00, 4.5000e-02, 7.4286e-01
1, 7, 3.9400e+01, 3.5000e+01, 1.0000e+00, 7.7000e-02, 6.7566e-01
1, 7, 3.9400e+01, 3.5000e+01, 1.0000e+00, 1.3000e-01, 6.1398e-01
1, 7, 3.9400e+01, 3.5000e+01, 1.0000e+00, 2.1000e-01, 5.6035e-01
1, 7, 3.9400e+01, 3.5000e+01, 1.0000e+00, 3.5000e-01, 5.0570e-01
1, 7, 3.9400e+01, 3.5000e+01, 1.0000e+00, 6.0000e-01, 4.5024e-01
1, 7, 3.9400e+01, 3.5000e+01, 1.0000e+00, 9.5000e-01, 4.0427e-01
1, 7, 3.9400e+01, 3.5000e+01, 1.0000e+00, 1.7000e+00, 3.4717e-01
1, 7, 3.9400e+01, 3.5000e+01, 1.0000e+00, 3.0000e+00, 2.9193e-01
1, 7, 3.9400e+01, 3.5000e+01, 1.0000e+00, 5.1000e+00, 2.4012e-01
1, 7, 3.9400e+01, 3.5000e+01, 1.0000e+00, 8.3000e+00, 1.9186e-01
1, 7, 3.9400e+01, 3.5000e+01, 1.0000e+00, 1.2000e+01, 1.5459e-01
1, 7, 3.9400e+01, 3.5000e+01, 1.0000e+00, 1.9000e+01, 1.0692e-01
1, 7, 3.9400e+01, 3.5000e+01, 1.0000e+00, 3.0000e+01, 5.7833e-02
1, 7, 3.9400e+01, 3.5000e+01, 1.0000e+00, 4.0000e+01, 2.5875e-02
1, 7, 3.9400e+01, 3.5000e+01, 1.0000e+00, 5.5000e+01, -1.0578e-02
1, 7, 3.9400e+01, 3.5000e+01, 1.0000e+00, 7.2000e+01, -4.2382e-02
1, 7, 3.9400e+01, 3.5000e+01, 1.0000e+00, 9.0000e+01, -6.9467e-02
1, 7, 3.9400e+01, 3.5000e+01, 1.0000e+00, 9.9000e+01, -8.1251e-02
1, 8, 3.9400e+01, 4.0000e+01, 1.0000e+00, 1.0000e-03, 1.2100e+00
1, 8, 3.9400e+01, 4.0000e+01, 1.0000e+00, 2.0000e-03, 1.0839e+00
1, 8, 3.9400e+01, 4.0000e+01, 1.0000e+00, 5.0000e-03, 9.3538e-01
1, 8, 3.9400e+01, 4.0000e+01, 1.0000e+00, 8.0000e-03, 8.6639e-01
1, 8, 3.9400e+01, 4.0000e+01, 1.0000e+00, 1.0000e-02, 8.3520e-01
1, 8, 3.9400e+01, 4.0000e+01, 1.0000e+00, 1.6000e-02, 7.7258e-01
1, 8, 3.9400e+01, 4.0000e+01, 1.0000e+00, 2.7000e-02, 7.0741e-01
1, 8, 3.9400e+01, 4.0000e+01, 1.0000e+00, 4.5000e-02, 6.4794e-01
1, 8, 3.9400e+01, 4.0000e+01, 1.0000e+00, 7.7000e-02, 5.8932e-01
1, 8, 3.9400e+01, 4.0000e+01, 1.0000e+00, 1.3000e-01, 5.3553e-01
1, 8, 3.9400e+01, 4.0000e+01, 1.0000e+00, 2.1000e-01, 4.8875e-01
1, 8, 3.9400e+01, 4.0000e+01, 1.0000e+00, 3.5000e-01, 4.4109e-01
1, 8, 3.9400e+01, 4.0000e+01, 1.0000e+00, 6.0000e-01, 3.9271e-01
1, 8, 3.9400e+01, 4.0000e+01, 1.0000e+00, 9.5000e-01, 3.5262e-01
1, 8, 3.9400e+01, 4.0000e+01, 1.0000e+00, 1.7000e+00, 3.0281e-01
1, 8, 3.9400e+01, 4.0000e+01, 1.0000e+00, 3.0000e+00, 2.5463e-01
1, 8, 3.9400e+01, 4.0000e+01, 1.0000e+00, 5.1000e+00, 2.0944e-01
1, 8, 3.9400e+01, 4.0000e+01, 1.0000e+00, 8.3000e+00, 1.6735e-01
1, 8, 3.9400e+01, 4.0000e+01, 1.0000e+00, 1.2000e+01, 1.3484e-01
1, 8, 3.9400e+01, 4.0000e+01, 1.0000e+00, 1.9000e+01, 9.3259e-02
1, 8, 3.9400e+01, 4.0000e+01, 1.0000e+00, 3.0000e+01, 5.0444e-02
1, 8, 3.9400e+01, 4.0000e+01, 1.0000e+00, 4.0000e+01, 2.2569e-02
1, 8, 3.9400e+01, 4.0000e+01, 1.0000e+00, 5.5000e+01, -9.2262e-03
1, 8, 3.9400e+01, 4.0000e+01, 1.0000e+00, 7.2000e+01, -3.6966e-02
1, 8, 3.9400e+01, 4.0000e+01, 1.0000e+00, 9.0000e+01, -6.0591e-02
1, 8, 3.9400e+01, 4.0000e+01, 1.0000e+00, 9.9000e+01, -7.0869e-02
1, 9, 3.9400e+01, 4.5000e+01, 1.0000e+00, 1.0000e-03, 1.0791e+00
1, 9, 3.9400e+01, 4.5000e+01, 1.0000e+00, 2.0000e-03, 9.6671e-01
1, 9, 3.9400e+01, 4.5000e+01, 1.0000e+00, 5.0000e-03, 8.3423e-01
1, 9, 3.9400e+01, 4.5000e+01, 1.0000e+00, 8.0000e-03, 7.7270e-01
1, 9, 3.9400e+01, 4.5000e+01, 1.0000e+00, 1.0000e-02, 7.4488e-01
1, 9, 3.9400e+01, 4.5000e+01, 1.0000e+00, 1.6000e-02, 6.8903e-01
1, 9, 3.9400e+01, 4.5000e+01, 1.0000e+00, 2.7000e-02, 6.3091e-01
1, 9, 3.9400e+01, 4.5000e+01, 1.0000e+00, 4.5000e-02, 5.7787e-01
1, 9, 3.9400e+01, 4.5000e+01, 1.0000e+00, 7.7000e-02, 5.2560e-01
1, 9, 3.9400e+01, 4.5000e+01, 1.0000e+00, 1.3000e-01, 4.7762e-01
1, 9, 3.9400e+01, 4.5000e+01, 1.0000e+00, 2.1000e-01, 4.3590e-01
1, 9, 3.9400e+01, 4.5000e+01, 1.0000e+00, 3.5000e-01, 3.9339e-01
1, 9, 3.9400e+01, 4.5000e+01, 1.0000e+00, 6.0000e-01, 3.5024e-01
1, 9, 3.9400e+01, 4.5000e+01, 1.0000e+00, 9.5000e-01, 3.1449e-01
1, 9, 3.9400e+01, 4.5000e+01, 1.0000e+00, 1.7000e+00, 2.7007e-01
1, 9, 3.9400e+01, 4.5000e+01, 1.0000e+00, 3.0000e+00, 2.2710e-01
1, 9, 3.9400e+01, 4.5000e+01, 1.0000e+00, 5.1000e+00, 1.8679e-01
1, 9, 3.9400e+01, 4.5000e+01, 1.0000e+00, 8.3000e+00, 1.4925e-01
1, 9, 3.9400e+01, 4.5000e+01, 1.0000e+00, 1.2000e+01, 1.2026e-01
1, 9, 3.9400e+01, 4.5000e+01, 1.0000e+00, 1.9000e+01, 8.3174e-02
1, 9, 3.9400e+01, 4.5000e+01, 1.0000e+00, 3.0000e+01, 4.4989e-02
1, 9, 3.9400e+01, 4.5000e+01, 1.0000e+00, 4.0000e+01, 2.0128e-02
1, 9, 3.9400e+01, 4.5000e+01, 1.0000e+00, 5.5000e+01, -8.2285e-03
1, 9, 3.9400e+01, 4.5000e+01, 1.0000e+00, 7.2000e+01, -3.2969e-02
1, 9, 3.9400e+01, 4.5000e+01, 1.0000e+00, 9.0000e+01, -5.4039e-02
1, 9, 3.9400e+01, 4.5000e+01, 1.0000e+00, 9.9000e+01, -6.3206e-02
1, 10, 3.9400e+01, 5.0000e+01, 1.0000e+00, 1.0000e-03, 9.8028e-01
1, 10, 3.9400e+01, 5.0000e+01, 1.0000e+00, 2.0000e-03, 8.7816e-01
1, 10, 3.9400e+01, 5.0000e+01, 1.0000e+00, 5.0000e-03, 7.5782e-01
1, 10, 3.9400e+01, 5.0000e+01, 1.0000e+00, 8.0000e-03, 7.0192e-01
1, 10, 3.9400e+01, 5.0000e+01, 1.0000e+00, 1.0000e-02, 6.7665e-01
1, 10, 3.9400e+01, 5.0000e+01, 1.0000e+00, 1.6000e-02, 6.2592e-01
1, 10, 3.9400e+01, 5.0000e+01, 1.0000e+00, 2.7000e-02, 5.7312e-01
1, 10, 3.9400e+01, 5.0000e+01, 1.0000e+00, 4.5000e-02, 5.2494e-01
1, 10, 3.9400e+01, 5.0000e+01, 1.0000e+00, 7.7000e-02, 4.7745e-01
1, 10, 3.9400e+01, 5.0000e+01, 1.0000e+00, 1.3000e-01, 4.3387e-01
1, 10, 3.9400e+01, 5.0000e+01, 1.0000e+00, 2.1000e-01, 3.9597e-01
1, 10, 3.9400e+01, 5.0000e+01, 1.0000e+00, 3.5000e-01, 3.5736e-01
1, 10, 3.9400e+01, 5.0000e+01, 1.0000e+00, 6.0000e-01, 3.1816e-01
1, 10, 3.9400e+01, 5.0000e+01, 1.0000e+00, 9.5000e-01, 2.8568e-01
1, 10, 3.9400e+01, 5.0000e+01, 1.0000e+00, 1.7000e+00, 2.4533e-01
1, 10, 3.9400e+01, 5.0000e+01, 1.0000e+00, 3.0000e+00, 2.0629e-01
1, 10, 3.9400e+01, 5.0000e+01, 1.0000e+00, 5.1000e+00, 1.6968e-01
1, 10, 3.9400e+01, 5.0000e+01, 1.0000e+00, 8.3000e+00, 1.3558e-01
1, 10, 3.9400e+01, 5.0000e+01, 1.0000e+00, 1.2000e+01, 1.0924e-01
1, 10, 3.9400e+01, 5.0000e+01, 1.0000e+00, 1.9000e+01, 7.5556e-02
1, 10, 3.9400e+01, 5.0000e+01, 1.0000e+00, 3.0000e+01, 4.0868e-02
1, 10, 3.9400e+01, 5.0000e+01, 1.0000e+00, 4.0000e+01, 1.8284e-02
1, 10, 3.9400e+01, 5.0000e+01, 1.0000e+00, 5.5000e+01, -7.4748e-03
1, 10, 3.9400e+01, 5.0000e+01, 1.0000e+00, 7.2000e+01, -2.9949e-02
1, 10, 3.9400e+01, 5.0000e+01, 1.0000e+00, 9.0000e+01, -4.9089e-02
1, 10, 3.9400e+01, 5.0000e+01, 1.0000e+00, 9.9000e+01, -5.7416e-02
